행정구역별,품목별,항목,단위,2014 년
전  국,레이저발생기기,출하금액[백만원],백만원,56881
전  국,레이저발생기기,완제품 연말재고액[백만원],백만원,1826
전  국,기타 광학기기의 부품,사업체수[개],개,17
전  국,기타 광학기기의 부품,생산액[백만원],백만원,53549
전  국,기타 광학기기의 부품,출하금액[백만원],백만원,51703
전  국,기타 광학기기의 부품,완제품 연말재고액[백만원],백만원,7917
전  국,휴대용 시계,사업체수[개],개,8
전  국,휴대용 시계,생산액[백만원],백만원,36955
전  국,휴대용 시계,출하금액[백만원],백만원,34587
전  국,휴대용 시계,완제품 연말재고액[백만원],백만원,13609
전  국,벽시계 및 탁상시계,사업체수[개],개,4
전  국,벽시계 및 탁상시계,생산액[백만원],백만원,5438
전  국,벽시계 및 탁상시계,출하금액[백만원],백만원,5605
전  국,벽시계 및 탁상시계,완제품 연말재고액[백만원],백만원,172
전  국,기타 시계,사업체수[개],개,4
전  국,기타 시계,생산액[백만원],백만원,15292
전  국,기타 시계,출하금액[백만원],백만원,15266
전  국,기타 시계,완제품 연말재고액[백만원],백만원,464
전  국,시계케이스,사업체수[개],개,1
전  국,시계케이스,생산액[백만원],백만원,...
전  국,시계케이스,출하금액[백만원],백만원,...
전  국,시계케이스,완제품 연말재고액[백만원],백만원,...
전  국,기타 시계부품,사업체수[개],개,5
전  국,기타 시계부품,생산액[백만원],백만원,14916
전  국,기타 시계부품,출하금액[백만원],백만원,14562
전  국,기타 시계부품,완제품 연말재고액[백만원],백만원,1763
전  국,전기장비 제조업,사업체수[개],개,4925
전  국,전기장비 제조업,생산액[백만원],백만원,69043288
전  국,전기장비 제조업,출하금액[백만원],백만원,68944194
전  국,전기장비 제조업,완제품 연말재고액[백만원],백만원,2474996
전  국,소형 전동기,사업체수[개],개,82
전  국,소형 전동기,생산액[백만원],백만원,2854741
전  국,소형 전동기,출하금액[백만원],백만원,2835909
전  국,소형 전동기,완제품 연말재고액[백만원],백만원,76832
전  국,중대형 직류 및 교류겸용 전동기,사업체수[개],개,34
전  국,중대형 직류 및 교류겸용 전동기,생산액[백만원],백만원,316507
전  국,중대형 직류 및 교류겸용 전동기,출하금액[백만원],백만원,322727
전  국,중대형 직류 및 교류겸용 전동기,완제품 연말재고액[백만원],백만원,8942
전  국,중대형 교류전동기,사업체수[개],개,22
전  국,중대형 교류전동기,생산액[백만원],백만원,402242
전  국,중대형 교류전동기,출하금액[백만원],백만원,397396
전  국,중대형 교류전동기,완제품 연말재고액[백만원],백만원,23554
전  국,발전기,사업체수[개],개,25
전  국,발전기,생산액[백만원],백만원,655327
전  국,발전기,출하금액[백만원],백만원,653544
전  국,발전기,완제품 연말재고액[백만원],백만원,23314
전  국,발전기세트,사업체수[개],개,10
전  국,발전기세트,생산액[백만원],백만원,149334
전  국,발전기세트,출하금액[백만원],백만원,148631
전  국,발전기세트,완제품 연말재고액[백만원],백만원,4170
전  국,회전위상변환기,사업체수[개],개,5
전  국,회전위상변환기,생산액[백만원],백만원,18030
전  국,회전위상변환기,출하금액[백만원],백만원,18025
전  국,회전위상변환기,완제품 연말재고액[백만원],백만원,66
전  국,태양광모듈,사업체수[개],개,19
전  국,태양광모듈,생산액[백만원],백만원,975837
전  국,태양광모듈,출하금액[백만원],백만원,965814
전  국,태양광모듈,완제품 연말재고액[백만원],백만원,29828
전  국,태양광발전시스템,사업체수[개],개,29
전  국,태양광발전시스템,생산액[백만원],백만원,191993
전  국,태양광발전시스템,출하금액[백만원],백만원,190159
전  국,태양광발전시스템,완제품 연말재고액[백만원],백만원,7510
전  국,발전플랜트,사업체수[개],개,14
전  국,발전플랜트,생산액[백만원],백만원,929178
전  국,발전플랜트,출하금액[백만원],백만원,923756
전  국,발전플랜트,완제품 연말재고액[백만원],백만원,8643
전  국,"전동기, 발전기 및 발전기 세트의 부품",사업체수[개],개,106
전  국,"전동기, 발전기 및 발전기 세트의 부품",생산액[백만원],백만원,729971
전  국,"전동기, 발전기 및 발전기 세트의 부품",출하금액[백만원],백만원,724874
전  국,"전동기, 발전기 및 발전기 세트의 부품",완제품 연말재고액[백만원],백만원,18958
전  국,송배전변압기,사업체수[개],개,29
전  국,송배전변압기,생산액[백만원],백만원,683219
전  국,송배전변압기,출하금액[백만원],백만원,698325
전  국,송배전변압기,완제품 연말재고액[백만원],백만원,51901
전  국,발전변압기,사업체수[개],개,12
전  국,발전변압기,생산액[백만원],백만원,68076
전  국,발전변압기,출하금액[백만원],백만원,68485
전  국,발전변압기,완제품 연말재고액[백만원],백만원,958
전  국,특수목적용 변압기,사업체수[개],개,16
전  국,특수목적용 변압기,생산액[백만원],백만원,92706
전  국,특수목적용 변압기,출하금액[백만원],백만원,92086
전  국,특수목적용 변압기,완제품 연말재고액[백만원],백만원,2741
전  국,산업용 일반변압기,사업체수[개],개,55
전  국,산업용 일반변압기,생산액[백만원],백만원,1568480
전  국,산업용 일반변압기,출하금액[백만원],백만원,1568249
전  국,산업용 일반변압기,완제품 연말재고액[백만원],백만원,35333
전  국,전압조정기,사업체수[개],개,14
전  국,전압조정기,생산액[백만원],백만원,38687
전  국,전압조정기,출하금액[백만원],백만원,38306
전  국,전압조정기,완제품 연말재고액[백만원],백만원,1098
전  국,변압기 부품,사업체수[개],개,59
전  국,변압기 부품,생산액[백만원],백만원,457909
전  국,변압기 부품,출하금액[백만원],백만원,453940
전  국,변압기 부품,완제품 연말재고액[백만원],백만원,14337
전  국,형광등용 안정기,사업체수[개],개,39
전  국,형광등용 안정기,생산액[백만원],백만원,147660
전  국,형광등용 안정기,출하금액[백만원],백만원,146358
전  국,형광등용 안정기,완제품 연말재고액[백만원],백만원,9676
전  국,형광등용 안정기의 부품,사업체수[개],개,4
전  국,형광등용 안정기의 부품,생산액[백만원],백만원,36417
전  국,형광등용 안정기의 부품,출하금액[백만원],백만원,35584
전  국,형광등용 안정기의 부품,완제품 연말재고액[백만원],백만원,1009
전  국,정류기,사업체수[개],개,42
전  국,정류기,생산액[백만원],백만원,241321
전  국,정류기,출하금액[백만원],백만원,242567
전  국,정류기,완제품 연말재고액[백만원],백만원,11250
전  국,인버터,사업체수[개],개,51
전  국,인버터,생산액[백만원],백만원,941912
전  국,인버터,출하금액[백만원],백만원,942831
전  국,인버터,완제품 연말재고액[백만원],백만원,31642
전  국,어댑터,사업체수[개],개,22
전  국,어댑터,생산액[백만원],백만원,147145
전  국,어댑터,출하금액[백만원],백만원,145471
전  국,어댑터,완제품 연말재고액[백만원],백만원,7182
전  국,통신 및 컴퓨터용 전원장치,사업체수[개],개,20
전  국,통신 및 컴퓨터용 전원장치,생산액[백만원],백만원,129515
전  국,통신 및 컴퓨터용 전원장치,출하금액[백만원],백만원,129048
전  국,통신 및 컴퓨터용 전원장치,완제품 연말재고액[백만원],백만원,17990
전  국,무정전 전원장치,사업체수[개],개,59
전  국,무정전 전원장치,생산액[백만원],백만원,331396
전  국,무정전 전원장치,출하금액[백만원],백만원,328957
전  국,무정전 전원장치,완제품 연말재고액[백만원],백만원,22093
전  국,배터리 충전기,사업체수[개],개,35
전  국,배터리 충전기,생산액[백만원],백만원,346135
전  국,배터리 충전기,출하금액[백만원],백만원,343230
전  국,배터리 충전기,완제품 연말재고액[백만원],백만원,12854
전  국,핸즈프리,사업체수[개],개,1
전  국,핸즈프리,생산액[백만원],백만원,...
전  국,핸즈프리,출하금액[백만원],백만원,...
전  국,핸즈프리,완제품 연말재고액[백만원],백만원,...
전  국,배터리팩,사업체수[개],개,21
전  국,배터리팩,생산액[백만원],백만원,524254
전  국,배터리팩,출하금액[백만원],백만원,523243
전  국,배터리팩,완제품 연말재고액[백만원],백만원,11589
전  국,기타 정지형 변환기,사업체수[개],개,26
전  국,기타 정지형 변환기,생산액[백만원],백만원,77771
전  국,기타 정지형 변환기,출하금액[백만원],백만원,77080
전  국,기타 정지형 변환기,완제품 연말재고액[백만원],백만원,3405
전  국,정지형 변환기의 부품,사업체수[개],개,24
전  국,정지형 변환기의 부품,생산액[백만원],백만원,137002
전  국,정지형 변환기의 부품,출하금액[백만원],백만원,137489
전  국,정지형 변환기의 부품,완제품 연말재고액[백만원],백만원,3170
전  국,고압 차단기(1000v 이상),사업체수[개],개,36
전  국,고압 차단기(1000v 이상),생산액[백만원],백만원,772483
전  국,고압 차단기(1000v 이상),출하금액[백만원],백만원,788120
전  국,고압 차단기(1000v 이상),완제품 연말재고액[백만원],백만원,27527
전  국,배선용 차단기(1000 v미만),사업체수[개],개,44
전  국,배선용 차단기(1000 v미만),생산액[백만원],백만원,755632
전  국,배선용 차단기(1000 v미만),출하금액[백만원],백만원,756971
전  국,배선용 차단기(1000 v미만),완제품 연말재고액[백만원],백만원,14483
전  국,기타 저압 차단기(1000v 미만),사업체수[개],개,28
전  국,기타 저압 차단기(1000v 미만),생산액[백만원],백만원,233463
전  국,기타 저압 차단기(1000v 미만),출하금액[백만원],백만원,232687
전  국,기타 저압 차단기(1000v 미만),완제품 연말재고액[백만원],백만원,4737
전  국,퓨즈,사업체수[개],개,11
전  국,퓨즈,생산액[백만원],백만원,42921
전  국,퓨즈,출하금액[백만원],백만원,42965
전  국,퓨즈,완제품 연말재고액[백만원],백만원,1475
전  국,스위치(전기개폐용),사업체수[개],개,112
전  국,스위치(전기개폐용),생산액[백만원],백만원,1952324
전  국,스위치(전기개폐용),출하금액[백만원],백만원,1952361
전  국,스위치(전기개폐용),완제품 연말재고액[백만원],백만원,50323
전  국,계전기,사업체수[개],개,23
전  국,계전기,생산액[백만원],백만원,227759
전  국,계전기,출하금액[백만원],백만원,226318
전  국,계전기,완제품 연말재고액[백만원],백만원,9574
전  국,기타 개폐 및 보호관련 기기,사업체수[개],개,34
전  국,기타 개폐 및 보호관련 기기,생산액[백만원],백만원,109604
전  국,기타 개폐 및 보호관련 기기,출하금액[백만원],백만원,110410
전  국,기타 개폐 및 보호관련 기기,완제품 연말재고액[백만원],백만원,5382
전  국,플러그(전기접속용),사업체수[개],개,18
전  국,플러그(전기접속용),생산액[백만원],백만원,75347
전  국,플러그(전기접속용),출하금액[백만원],백만원,75964
전  국,플러그(전기접속용),완제품 연말재고액[백만원],백만원,1928
전  국,콘센트,사업체수[개],개,35
전  국,콘센트,생산액[백만원],백만원,157686
전  국,콘센트,출하금액[백만원],백만원,157517
전  국,콘센트,완제품 연말재고액[백만원],백만원,5262
전  국,커넥터(일반전기접속용),사업체수[개],개,109
전  국,커넥터(일반전기접속용),생산액[백만원],백만원,2733840
전  국,커넥터(일반전기접속용),출하금액[백만원],백만원,2733908
전  국,커넥터(일반전기접속용),완제품 연말재고액[백만원],백만원,81262
전  국,전등용 소켓,사업체수[개],개,13
전  국,전등용 소켓,생산액[백만원],백만원,78507
전  국,전등용 소켓,출하금액[백만원],백만원,78270
전  국,전등용 소켓,완제품 연말재고액[백만원],백만원,4195
전  국,기타 전기 접속기기,사업체수[개],개,35
전  국,기타 전기 접속기기,생산액[백만원],백만원,230764
전  국,기타 전기 접속기기,출하금액[백만원],백만원,228753
전  국,기타 전기 접속기기,완제품 연말재고액[백만원],백만원,5640
전  국,전자 커넥터(통신 및 전자기기회로용),사업체수[개],개,79
전  국,전자 커넥터(통신 및 전자기기회로용),생산액[백만원],백만원,858685
전  국,전자 커넥터(통신 및 전자기기회로용),출하금액[백만원],백만원,862043
전  국,전자 커넥터(통신 및 전자기기회로용),완제품 연말재고액[백만원],백만원,27522
전  국,"전기회로개폐, 보호 및 접속장치 부품",사업체수[개],개,110
전  국,"전기회로개폐, 보호 및 접속장치 부품",생산액[백만원],백만원,1465361
전  국,"전기회로개폐, 보호 및 접속장치 부품",출하금액[백만원],백만원,1465735
전  국,"전기회로개폐, 보호 및 접속장치 부품",완제품 연말재고액[백만원],백만원,36133
전  국,저압배전반(전압1000Ｖ 미만),사업체수[개],개,167
전  국,저압배전반(전압1000Ｖ 미만),생산액[백만원],백만원,1383411
전  국,저압배전반(전압1000Ｖ 미만),출하금액[백만원],백만원,1372261
전  국,저압배전반(전압1000Ｖ 미만),완제품 연말재고액[백만원],백만원,56257
전  국,고압배전반(전압1000Ｖ 이상),사업체수[개],개,130
전  국,고압배전반(전압1000Ｖ 이상),생산액[백만원],백만원,1669728
전  국,고압배전반(전압1000Ｖ 이상),출하금액[백만원],백만원,1660635
전  국,고압배전반(전압1000Ｖ 이상),완제품 연말재고액[백만원],백만원,40796
전  국,수치제어장치,사업체수[개],개,18
전  국,수치제어장치,생산액[백만원],백만원,272081
전  국,수치제어장치,출하금액[백만원],백만원,264838
전  국,수치제어장치,완제품 연말재고액[백만원],백만원,30456
전  국,자동전기제어반,사업체수[개],개,326
전  국,자동전기제어반,생산액[백만원],백만원,1909452
전  국,자동전기제어반,출하금액[백만원],백만원,1899283
전  국,자동전기제어반,완제품 연말재고액[백만원],백만원,35592
전  국,프로그램 콘트롤러,사업체수[개],개,105
전  국,프로그램 콘트롤러,생산액[백만원],백만원,664064
전  국,프로그램 콘트롤러,출하금액[백만원],백만원,661242
전  국,프로그램 콘트롤러,완제품 연말재고액[백만원],백만원,26055
전  국,배전반 부품,사업체수[개],개,98
전  국,배전반 부품,생산액[백만원],백만원,497327
전  국,배전반 부품,출하금액[백만원],백만원,498081
전  국,배전반 부품,완제품 연말재고액[백만원],백만원,13295
전  국,일차전지,사업체수[개],개,8
전  국,일차전지,생산액[백만원],백만원,187101
전  국,일차전지,출하금액[백만원],백만원,186333
전  국,일차전지,완제품 연말재고액[백만원],백만원,9233
전  국,일차전지 부품,사업체수[개],개,5
전  국,일차전지 부품,생산액[백만원],백만원,16158
전  국,일차전지 부품,출하금액[백만원],백만원,16237
전  국,일차전지 부품,완제품 연말재고액[백만원],백만원,115
전  국,차량용 납(연)축전지,사업체수[개],개,34
전  국,차량용 납(연)축전지,생산액[백만원],백만원,2500653
전  국,차량용 납(연)축전지,출하금액[백만원],백만원,2490219
전  국,차량용 납(연)축전지,완제품 연말재고액[백만원],백만원,126385
전  국,기타 납(연)축전지,사업체수[개],개,9
전  국,기타 납(연)축전지,생산액[백만원],백만원,185333
전  국,기타 납(연)축전지,출하금액[백만원],백만원,185096
전  국,기타 납(연)축전지,완제품 연말재고액[백만원],백만원,5641
전  국,알칼리 축전지,사업체수[개],개,33
전  국,알칼리 축전지,생산액[백만원],백만원,3810460
전  국,알칼리 축전지,출하금액[백만원],백만원,3862249
전  국,알칼리 축전지,완제품 연말재고액[백만원],백만원,156235
전  국,축전지 부품,사업체수[개],개,29
전  국,축전지 부품,생산액[백만원],백만원,1134336
전  국,축전지 부품,출하금액[백만원],백만원,1134042
전  국,축전지 부품,완제품 연말재고액[백만원],백만원,57580
전  국,광섬유 케이블,사업체수[개],개,29
전  국,광섬유 케이블,생산액[백만원],백만원,449811
전  국,광섬유 케이블,출하금액[백만원],백만원,446379
전  국,광섬유 케이블,완제품 연말재고액[백만원],백만원,21885
전  국,전력선(송배전용),사업체수[개],개,74
전  국,전력선(송배전용),생산액[백만원],백만원,4404703
전  국,전력선(송배전용),출하금액[백만원],백만원,4386577
전  국,전력선(송배전용),완제품 연말재고액[백만원],백만원,157410
전  국,통신선,사업체수[개],개,65
전  국,통신선,생산액[백만원],백만원,826654
전  국,통신선,출하금액[백만원],백만원,824328
전  국,통신선,완제품 연말재고액[백만원],백만원,29975
전  국,신호 및 제어선,사업체수[개],개,26
전  국,신호 및 제어선,생산액[백만원],백만원,416752
전  국,신호 및 제어선,출하금액[백만원],백만원,411249
전  국,신호 및 제어선,완제품 연말재고액[백만원],백만원,12249
전  국,절연전선(옥내외 저압 배선용),사업체수[개],개,100
전  국,절연전선(옥내외 저압 배선용),생산액[백만원],백만원,2328615
전  국,절연전선(옥내외 저압 배선용),출하금액[백만원],백만원,2317981
전  국,절연전선(옥내외 저압 배선용),완제품 연말재고액[백만원],백만원,115609
전  국,권선(마그네틱선),사업체수[개],개,25
전  국,권선(마그네틱선),생산액[백만원],백만원,1002096
전  국,권선(마그네틱선),출하금액[백만원],백만원,998050
전  국,권선(마그네틱선),완제품 연말재고액[백만원],백만원,45416
전  국,기타 전선,사업체수[개],개,86
전  국,기타 전선,생산액[백만원],백만원,563163
전  국,기타 전선,출하금액[백만원],백만원,556832
전  국,기타 전선,완제품 연말재고액[백만원],백만원,42428
전  국,절연코드 및 코드세트,사업체수[개],개,135
전  국,절연코드 및 코드세트,생산액[백만원],백만원,908472
전  국,절연코드 및 코드세트,출하금액[백만원],백만원,905763
전  국,절연코드 및 코드세트,완제품 연말재고액[백만원],백만원,32704
전  국,백열 전구,사업체수[개],개,1
전  국,백열 전구,생산액[백만원],백만원,...
전  국,백열 전구,출하금액[백만원],백만원,...
전  국,백열 전구,완제품 연말재고액[백만원],백만원,...
전  국,할로겐 전구,사업체수[개],개,11
전  국,할로겐 전구,생산액[백만원],백만원,412639
전  국,할로겐 전구,출하금액[백만원],백만원,411369
전  국,할로겐 전구,완제품 연말재고액[백만원],백만원,9309
전  국,기타 필라멘트 전구,사업체수[개],개,1
전  국,기타 필라멘트 전구,생산액[백만원],백만원,...
전  국,기타 필라멘트 전구,출하금액[백만원],백만원,...
전  국,기타 필라멘트 전구,완제품 연말재고액[백만원],백만원,...
전  국,형광등(램프),사업체수[개],개,22
전  국,형광등(램프),생산액[백만원],백만원,179768
전  국,형광등(램프),출하금액[백만원],백만원,179578
전  국,형광등(램프),완제품 연말재고액[백만원],백만원,14195
전  국,기타 방전램프,사업체수[개],개,8
전  국,기타 방전램프,생산액[백만원],백만원,20569
전  국,기타 방전램프,출하금액[백만원],백만원,19827
전  국,기타 방전램프,완제품 연말재고액[백만원],백만원,2404
전  국,LED 전등,사업체수[개],개,139
전  국,LED 전등,생산액[백만원],백만원,1052957
전  국,LED 전등,출하금액[백만원],백만원,1056707
전  국,LED 전등,완제품 연말재고액[백만원],백만원,59940
전  국,기타 전구 및 램프,사업체수[개],개,16
전  국,기타 전구 및 램프,생산액[백만원],백만원,29425
전  국,기타 전구 및 램프,출하금액[백만원],백만원,29290
전  국,기타 전구 및 램프,완제품 연말재고액[백만원],백만원,1845
전  국,전구 및 램프 부품,사업체수[개],개,13
전  국,전구 및 램프 부품,생산액[백만원],백만원,64584
전  국,전구 및 램프 부품,출하금액[백만원],백만원,64361
전  국,전구 및 램프 부품,완제품 연말재고액[백만원],백만원,1723
전  국,자전거 및 차량용 조명기구,사업체수[개],개,73
전  국,자전거 및 차량용 조명기구,생산액[백만원],백만원,2303870
전  국,자전거 및 차량용 조명기구,출하금액[백만원],백만원,2294407
전  국,자전거 및 차량용 조명기구,완제품 연말재고액[백만원],백만원,51369
전  국,"선박, 철도차량, 항공기 및 오토바이용 조명기구",사업체수[개],개,7
전  국,"선박, 철도차량, 항공기 및 오토바이용 조명기구",생산액[백만원],백만원,52959
전  국,"선박, 철도차량, 항공기 및 오토바이용 조명기구",출하금액[백만원],백만원,52342
전  국,"선박, 철도차량, 항공기 및 오토바이용 조명기구",완제품 연말재고액[백만원],백만원,3012
전  국,차량용 조명 및 전기장치의 부품,사업체수[개],개,38
전  국,차량용 조명 및 전기장치의 부품,생산액[백만원],백만원,582500
전  국,차량용 조명 및 전기장치의 부품,출하금액[백만원],백만원,581196
전  국,차량용 조명 및 전기장치의 부품,완제품 연말재고액[백만원],백만원,10162
전  국,가정용 고정식 조명장치,사업체수[개],개,99
전  국,가정용 고정식 조명장치,생산액[백만원],백만원,643278
전  국,가정용 고정식 조명장치,출하금액[백만원],백만원,643098
전  국,가정용 고정식 조명장치,완제품 연말재고액[백만원],백만원,21871
전  국,가정용 이동식 조명기구,사업체수[개],개,15
전  국,가정용 이동식 조명기구,생산액[백만원],백만원,51009
전  국,가정용 이동식 조명기구,출하금액[백만원],백만원,50179
전  국,가정용 이동식 조명기구,완제품 연말재고액[백만원],백만원,2685
전  국,산업용 조명장치,사업체수[개],개,94
전  국,산업용 조명장치,생산액[백만원],백만원,514558
전  국,산업용 조명장치,출하금액[백만원],백만원,513041
전  국,산업용 조명장치,완제품 연말재고액[백만원],백만원,20651
전  국,옥외용 조명장치,사업체수[개],개,95
전  국,옥외용 조명장치,생산액[백만원],백만원,333552
전  국,옥외용 조명장치,출하금액[백만원],백만원,333099
전  국,옥외용 조명장치,완제품 연말재고액[백만원],백만원,20171
전  국,조명장치 부분품,사업체수[개],개,28
전  국,조명장치 부분품,생산액[백만원],백만원,105604
전  국,조명장치 부분품,출하금액[백만원],백만원,105234
전  국,조명장치 부분품,완제품 연말재고액[백만원],백만원,4607
전  국,전기식 간판,사업체수[개],개,139
전  국,전기식 간판,생산액[백만원],백만원,382966
전  국,전기식 간판,출하금액[백만원],백만원,380998
전  국,전기식 간판,완제품 연말재고액[백만원],백만원,10616
전  국,장식용 조명세트,사업체수[개],개,7
전  국,장식용 조명세트,생산액[백만원],백만원,16399
전  국,장식용 조명세트,출하금액[백만원],백만원,15796
전  국,장식용 조명세트,완제품 연말재고액[백만원],백만원,1102
전  국,전시 및 광고용 조명장치 부품,사업체수[개],개,16
전  국,전시 및 광고용 조명장치 부품,생산액[백만원],백만원,153054
전  국,전시 및 광고용 조명장치 부품,출하금액[백만원],백만원,150218
전  국,전시 및 광고용 조명장치 부품,완제품 연말재고액[백만원],백만원,5729
전  국,휴대용 전등기구,사업체수[개],개,5
전  국,휴대용 전등기구,생산액[백만원],백만원,4154
전  국,휴대용 전등기구,출하금액[백만원],백만원,4058
전  국,휴대용 전등기구,완제품 연말재고액[백만원],백만원,296
전  국,기타 비전기식 조명장치,사업체수[개],개,16
전  국,기타 비전기식 조명장치,생산액[백만원],백만원,32278
전  국,기타 비전기식 조명장치,출하금액[백만원],백만원,31549
전  국,기타 비전기식 조명장치,완제품 연말재고액[백만원],백만원,1706
전  국,기타 조명장치 부품,사업체수[개],개,8
전  국,기타 조명장치 부품,생산액[백만원],백만원,39067
전  국,기타 조명장치 부품,출하금액[백만원],백만원,38586
전  국,기타 조명장치 부품,완제품 연말재고액[백만원],백만원,831
전  국,가정용 전자레인지,사업체수[개],개,3
전  국,가정용 전자레인지,생산액[백만원],백만원,228573
전  국,가정용 전자레인지,출하금액[백만원],백만원,229056
전  국,가정용 전자레인지,완제품 연말재고액[백만원],백만원,5274
전  국,가정용 전기 밥솥,사업체수[개],개,9
전  국,가정용 전기 밥솥,생산액[백만원],백만원,618930
전  국,가정용 전기 밥솥,출하금액[백만원],백만원,621597
전  국,가정용 전기 밥솥,완제품 연말재고액[백만원],백만원,32022
전  국,전기 후라이팬,사업체수[개],개,11
전  국,전기 후라이팬,생산액[백만원],백만원,42643
전  국,전기 후라이팬,출하금액[백만원],백만원,43092
전  국,전기 후라이팬,완제품 연말재고액[백만원],백만원,2059
전  국,전자 오븐,사업체수[개],개,6
전  국,전자 오븐,생산액[백만원],백만원,52804
전  국,전자 오븐,출하금액[백만원],백만원,53484
전  국,전자 오븐,완제품 연말재고액[백만원],백만원,2803
전  국,전기레인지,사업체수[개],개,9
전  국,전기레인지,생산액[백만원],백만원,72488
전  국,전기레인지,출하금액[백만원],백만원,73873
전  국,전기레인지,완제품 연말재고액[백만원],백만원,5000
전  국,기타 전기식 조리기기,사업체수[개],개,6
전  국,기타 전기식 조리기기,생산액[백만원],백만원,55163
전  국,기타 전기식 조리기기,출하금액[백만원],백만원,54641
전  국,기타 전기식 조리기기,완제품 연말재고액[백만원],백만원,1504
전  국,소형냉장고(200ℓ이하),사업체수[개],개,4
전  국,소형냉장고(200ℓ이하),생산액[백만원],백만원,55075
전  국,소형냉장고(200ℓ이하),출하금액[백만원],백만원,55075
전  국,중형냉장고(201ℓ ~ 400ℓ이하),사업체수[개],개,5
전  국,중형냉장고(201ℓ ~ 400ℓ이하),생산액[백만원],백만원,760840
전  국,중형냉장고(201ℓ ~ 400ℓ이하),출하금액[백만원],백만원,763841
전  국,중형냉장고(201ℓ ~ 400ℓ이하),완제품 연말재고액[백만원],백만원,4909
전  국,대형냉장고(401ℓ이상),사업체수[개],개,5
전  국,대형냉장고(401ℓ이상),생산액[백만원],백만원,1404964
전  국,대형냉장고(401ℓ이상),출하금액[백만원],백만원,1410376
전  국,대형냉장고(401ℓ이상),완제품 연말재고액[백만원],백만원,26225
전  국,김치냉장고,사업체수[개],개,12
전  국,김치냉장고,생산액[백만원],백만원,1125028
전  국,김치냉장고,출하금액[백만원],백만원,1133018
전  국,김치냉장고,완제품 연말재고액[백만원],백만원,26065
전  국,가정용 전기믹서기,사업체수[개],개,28
전  국,가정용 전기믹서기,생산액[백만원],백만원,526536
전  국,가정용 전기믹서기,출하금액[백만원],백만원,520050
전  국,가정용 전기믹서기,완제품 연말재고액[백만원],백만원,26446
전  국,가정용 식기 세척기,사업체수[개],개,5
전  국,가정용 식기 세척기,생산액[백만원],백만원,332926
전  국,가정용 식기 세척기,출하금액[백만원],백만원,333342
전  국,가정용 식기 세척기,완제품 연말재고액[백만원],백만원,2010
전  국,가정용 전기식 식기 건조기,사업체수[개],개,6
전  국,가정용 전기식 식기 건조기,생산액[백만원],백만원,38928
전  국,가정용 전기식 식기 건조기,출하금액[백만원],백만원,38290
전  국,가정용 전기식 식기 건조기,완제품 연말재고액[백만원],백만원,2378
전  국,렌지후드,사업체수[개],개,16
전  국,렌지후드,생산액[백만원],백만원,111824
전  국,렌지후드,출하금액[백만원],백만원,111899
전  국,렌지후드,완제품 연말재고액[백만원],백만원,6098
전  국,기타 주방용 전기기기,사업체수[개],개,18
전  국,기타 주방용 전기기기,생산액[백만원],백만원,84478
전  국,기타 주방용 전기기기,출하금액[백만원],백만원,83810
전  국,기타 주방용 전기기기,완제품 연말재고액[백만원],백만원,4306
전  국,주방용 전기기기 부품,사업체수[개],개,46
전  국,주방용 전기기기 부품,생산액[백만원],백만원,290046
전  국,주방용 전기기기 부품,출하금액[백만원],백만원,291840
전  국,주방용 전기기기 부품,완제품 연말재고액[백만원],백만원,5140
전  국,전기담요 및 장판,사업체수[개],개,40
전  국,전기담요 및 장판,생산액[백만원],백만원,221052
전  국,전기담요 및 장판,출하금액[백만원],백만원,222556
전  국,전기담요 및 장판,완제품 연말재고액[백만원],백만원,20534
전  국,전기 난로,사업체수[개],개,17
전  국,전기 난로,생산액[백만원],백만원,28766
전  국,전기 난로,출하금액[백만원],백만원,28990
전  국,전기 난로,완제품 연말재고액[백만원],백만원,2024
전  국,전기보일러,사업체수[개],개,13
전  국,전기보일러,생산액[백만원],백만원,33912
전  국,전기보일러,출하금액[백만원],백만원,33978
전  국,전기보일러,완제품 연말재고액[백만원],백만원,2096
전  국,전기온수기,사업체수[개],개,12
전  국,전기온수기,생산액[백만원],백만원,63545
전  국,전기온수기,출하금액[백만원],백만원,64061
전  국,전기온수기,완제품 연말재고액[백만원],백만원,2132
전  국,가정용 온풍기,사업체수[개],개,6
전  국,가정용 온풍기,생산액[백만원],백만원,10262
전  국,가정용 온풍기,출하금액[백만원],백만원,10267
전  국,가정용 온풍기,완제품 연말재고액[백만원],백만원,256
전  국,기타 가정용 전기식 난방기기,사업체수[개],개,12
전  국,기타 가정용 전기식 난방기기,생산액[백만원],백만원,36715
전  국,기타 가정용 전기식 난방기기,출하금액[백만원],백만원,35814
전  국,기타 가정용 전기식 난방기기,완제품 연말재고액[백만원],백만원,2563
전  국,가정용 전기식 난방기기의 부품,사업체수[개],개,10
전  국,가정용 전기식 난방기기의 부품,생산액[백만원],백만원,64181
전  국,가정용 전기식 난방기기의 부품,출하금액[백만원],백만원,63881
전  국,가정용 전기식 난방기기의 부품,완제품 연말재고액[백만원],백만원,1877
전  국,전기 안마기,사업체수[개],개,21
전  국,전기 안마기,생산액[백만원],백만원,76141
전  국,전기 안마기,출하금액[백만원],백만원,75763
전  국,전기 안마기,완제품 연말재고액[백만원],백만원,4699
전  국,전기식 헤어드라이어,사업체수[개],개,13
